Train Start Time,Station Name,Scheduled Time
18:01:00,Deccan Gymkhana,18:27:40
18:01:00,Garware College,18:29:08
18:01:00,Nal Stop,18:31:06
18:01:00,Ideal Colony,18:34:04
18:01:00,Anand Nagar,18:35:32
18:01:00,Vanaz,18:38:00
,,
18:08:00,Ramwadi,18:08:00
18:08:00,Kalyani Nagar,18:12:02
18:08:00,Yerwada,18:17:00
18:08:00,Bund Garden,18:19:04
18:08:00,Ruby Hall Clinic,18:21:02
18:08:00,Pune Railway Station,18:23:02
18:08:00,Mangalwar Peth,18:25:08
18:08:00,District Court,18:28:06
18:08:00,PMC,18:30:04
18:08:00,Chatrapati Sambhaji Udyan,18:32:12
18:08:00,Deccan Gymkhana,18:34:40
18:08:00,Garware College,18:36:08
18:08:00,Nal Stop,18:38:06
18:08:00,Ideal Colony,18:41:04
18:08:00,Anand Nagar,18:42:32
18:08:00,Vanaz,18:45:00
,,
18:15:00,Ramwadi,18:15:00
18:15:00,Kalyani Nagar,18:19:02
18:15:00,Yerwada,18:24:00
18:15:00,Bund Garden,18:26:04
18:15:00,Ruby Hall Clinic,18:28:02
18:15:00,Pune Railway Station,18:30:02
18:15:00,Mangalwar Peth,18:32:08
18:15:00,District Court,18:35:06
18:15:00,PMC,18:37:04
18:15:00,Chatrapati Sambhaji Udyan,18:39:12
18:15:00,Deccan Gymkhana,18:41:40
18:15:00,Garware College,18:43:08
18:15:00,Nal Stop,18:45:06
18:15:00,Ideal Colony,18:48:04
18:15:00,Anand Nagar,18:49:32
18:15:00,Vanaz,18:52:00
,,
18:22:00,Ramwadi,18:22:00
18:22:00,Kalyani Nagar,18:26:02
18:22:00,Yerwada,18:31:00
18:22:00,Bund Garden,18:33:04
18:22:00,Ruby Hall Clinic,18:35:02
18:22:00,Pune Railway Station,18:37:02
18:22:00,Mangalwar Peth,18:39:08
18:22:00,District Court,18:42:06
18:22:00,PMC,18:44:04
18:22:00,Chatrapati Sambhaji Udyan,18:46:12
18:22:00,Deccan Gymkhana,18:48:40
18:22:00,Garware College,18:50:08
18:22:00,Nal Stop,18:52:06
18:22:00,Ideal Colony,18:55:04
18:22:00,Anand Nagar,18:56:32
18:22:00,Vanaz,18:59:00
,,
18:29:00,Ramwadi,18:29:00
18:29:00,Kalyani Nagar,18:33:02
18:29:00,Yerwada,18:38:00
18:29:00,Bund Garden,18:40:04
18:29:00,Ruby Hall Clinic,18:42:02
18:29:00,Pune Railway Station,18:44:02
18:29:00,Mangalwar Peth,18:46:08
18:29:00,District Court,18:49:06
18:29:00,PMC,18:51:04
18:29:00,Chatrapati Sambhaji Udyan,18:53:12
18:29:00,Deccan Gymkhana,18:55:40
18:29:00,Garware College,18:57:08
18:29:00,Nal Stop,18:59:06
18:29:00,Ideal Colony,19:02:04
18:29:00,Anand Nagar,19:03:32
18:29:00,Vanaz,19:06:00
,,
18:36:00,Ramwadi,18:36:00
18:36:00,Kalyani Nagar,18:40:02
18:36:00,Yerwada,18:45:00
18:36:00,Bund Garden,18:47:04
18:36:00,Ruby Hall Clinic,18:49:02
18:36:00,Pune Railway Station,18:51:02
18:36:00,Mangalwar Peth,18:53:08
18:36:00,District Court,18:56:06
18:36:00,PMC,18:58:04
18:36:00,Chatrapati Sambhaji Udyan,19:00:12
18:36:00,Deccan Gymkhana,19:02:40
18:36:00,Garware College,19:04:08
18:36:00,Nal Stop,19:06:06
18:36:00,Ideal Colony,19:09:04
18:36:00,Anand Nagar,19:10:32
18:36:00,Vanaz,19:13:00
,,
18:43:00,Ramwadi,18:43:00
18:43:00,Kalyani Nagar,18:47:02
18:43:00,Yerwada,18:52:00
18:43:00,Bund Garden,18:54:04
18:43:00,Ruby Hall Clinic,18:56:02
18:43:00,Pune Railway Station,18:58:02
18:43:00,Mangalwar Peth,19:00:08
18:43:00,District Court,19:03:06
18:43:00,PMC,19:05:04
18:43:00,Chatrapati Sambhaji Udyan,19:07:12
18:43:00,Deccan Gymkhana,19:09:40
18:43:00,Garware College,19:11:08
18:43:00,Nal Stop,19:13:06
18:43:00,Ideal Colony,19:16:04
18:43:00,Anand Nagar,19:17:32
18:43:00,Vanaz,19:20:00
,,
18:50:00,Ramwadi,18:50:00
18:50:00,Kalyani Nagar,18:54:02
18:50:00,Yerwada,18:59:00
18:50:00,Bund Garden,19:01:04
18:50:00,Ruby Hall Clinic,19:03:02
18:50:00,Pune Railway Station,19:05:02
18:50:00,Mangalwar Peth,19:07:08
18:50:00,District Court,19:10:06
18:50:00,PMC,19:12:04
18:50:00,Chatrapati Sambhaji Udyan,19:14:12
18:50:00,Deccan Gymkhana,19:16:40
18:50:00,Garware College,19:18:08
18:50:00,Nal Stop,19:20:06
18:50:00,Ideal Colony,19:23:04
18:50:00,Anand Nagar,19:24:32
18:50:00,Vanaz,19:27:00
,,
18:57:00,Ramwadi,18:57:00
18:57:00,Kalyani Nagar,19:01:02
18:57:00,Yerwada,19:06:00
18:57:00,Bund Garden,19:08:04
18:57:00,Ruby Hall Clinic,19:10:02
18:57:00,Pune Railway Station,19:12:02
18:57:00,Mangalwar Peth,19:14:08
18:57:00,District Court,19:17:06
18:57:00,PMC,19:19:04
18:57:00,Chatrapati Sambhaji Udyan,19:21:12
18:57:00,Deccan Gymkhana,19:23:40
18:57:00,Garware College,19:25:08
18:57:00,Nal Stop,19:27:06
18:57:00,Ideal Colony,19:30:04
18:57:00,Anand Nagar,19:31:32
18:57:00,Vanaz,19:34:00
,,
19:04:00,Ramwadi,19:04:00
19:04:00,Kalyani Nagar,19:08:02
19:04:00,Yerwada,19:13:00
19:04:00,Bund Garden,19:15:04
19:04:00,Ruby Hall Clinic,19:17:02
19:04:00,Pune Railway Station,19:19:02
19:04:00,Mangalwar Peth,19:21:08
19:04:00,District Court,19:24:06
19:04:00,PMC,19:26:04
19:04:00,Chatrapati Sambhaji Udyan,19:28:12
19:04:00,Deccan Gymkhana,19:30:40
19:04:00,Garware College,19:32:08
19:04:00,Nal Stop,19:34:06
19:04:00,Ideal Colony,19:37:04
19:04:00,Anand Nagar,19:38:32
19:04:00,Vanaz,19:41:00
,,
19:11:00,Ramwadi,19:11:00
19:11:00,Kalyani Nagar,19:15:02
19:11:00,Yerwada,19:20:00
19:11:00,Bund Garden,19:22:04
19:11:00,Ruby Hall Clinic,19:24:02
19:11:00,Pune Railway Station,19:26:02
19:11:00,Mangalwar Peth,19:28:08
19:11:00,District Court,19:31:06
19:11:00,PMC,19:33:04
19:11:00,Chatrapati Sambhaji Udyan,19:35:12
19:11:00,Deccan Gymkhana,19:37:40
19:11:00,Garware College,19:39:08
19:11:00,Nal Stop,19:41:06
19:11:00,Ideal Colony,19:44:04
19:11:00,Anand Nagar,19:45:32
19:11:00,Vanaz,19:48:00
,,
19:18:00,Ramwadi,19:18:00
19:18:00,Kalyani Nagar,19:22:02
19:18:00,Yerwada,19:27:00
19:18:00,Bund Garden,19:29:04
19:18:00,Ruby Hall Clinic,19:31:02
19:18:00,Pune Railway Station,19:33:02
19:18:00,Mangalwar Peth,19:35:08
19:18:00,District Court,19:38:06
19:18:00,PMC,19:40:04
19:18:00,Chatrapati Sambhaji Udyan,19:42:12
19:18:00,Deccan Gymkhana,19:44:40
19:18:00,Garware College,19:46:08
19:18:00,Nal Stop,19:48:06
19:18:00,Ideal Colony,19:51:04
19:18:00,Anand Nagar,19:52:32
19:18:00,Vanaz,19:55:00
,,
19:25:00,Ramwadi,19:25:00
19:25:00,Kalyani Nagar,19:29:02
19:25:00,Yerwada,19:34:00
19:25:00,Bund Garden,19:36:04
19:25:00,Ruby Hall Clinic,19:38:02
19:25:00,Pune Railway Station,19:40:02
19:25:00,Mangalwar Peth,19:42:08
19:25:00,District Court,19:45:06
19:25:00,PMC,19:47:04
19:25:00,Chatrapati Sambhaji Udyan,19:49:12
19:25:00,Deccan Gymkhana,19:51:40
19:25:00,Garware College,19:53:08
19:25:00,Nal Stop,19:55:06
19:25:00,Ideal Colony,19:58:04
19:25:00,Anand Nagar,19:59:32
19:25:00,Vanaz,20:02:00
,,
19:32:00,Ramwadi,19:32:00
19:32:00,Kalyani Nagar,19:36:02
19:32:00,Yerwada,19:41:00
19:32:00,Bund Garden,19:43:04
19:32:00,Ruby Hall Clinic,19:45:02
19:32:00,Pune Railway Station,19:47:02
19:32:00,Mangalwar Peth,19:49:08
19:32:00,District Court,19:52:06
19:32:00,PMC,19:54:04
19:32:00,Chatrapati Sambhaji Udyan,19:56:12
19:32:00,Deccan Gymkhana,19:58:40
19:32:00,Garware College,20:00:08
19:32:00,Nal Stop,20:02:06
19:32:00,Ideal Colony,20:05:04
19:32:00,Anand Nagar,20:06:32
19:32:00,Vanaz,20:09:00
,,
19:39:00,Ramwadi,19:39:00
19:39:00,Kalyani Nagar,19:43:02
19:39:00,Yerwada,19:48:00
19:39:00,Bund Garden,19:50:04
19:39:00,Ruby Hall Clinic,19:52:02
19:39:00,Pune Railway Station,19:54:02
19:39:00,Mangalwar Peth,19:56:08
19:39:00,District Court,19:59:06
19:39:00,PMC,20:01:04
19:39:00,Chatrapati Sambhaji Udyan,20:03:12
19:39:00,Deccan Gymkhana,20:05:40
19:39:00,Garware College,20:07:08
19:39:00,Nal Stop,20:09:06
19:39:00,Ideal Colony,20:12:04
19:39:00,Anand Nagar,20:13:32
19:39:00,Vanaz,20:16:00
,,
19:46:00,Ramwadi,19:46:00
19:46:00,Kalyani Nagar,19:50:02
19:46:00,Yerwada,19:55:00
19:46:00,Bund Garden,19:57:04
19:46:00,Ruby Hall Clinic,19:59:02
19:46:00,Pune Railway Station,20:01:02
19:46:00,Mangalwar Peth,20:03:08
19:46:00,District Court,20:06:06
19:46:00,PMC,20:08:04
19:46:00,Chatrapati Sambhaji Udyan,20:10:12
19:46:00,Deccan Gymkhana,20:12:40
19:46:00,Garware College,20:14:08
19:46:00,Nal Stop,20:16:06
19:46:00,Ideal Colony,20:19:04
19:46:00,Anand Nagar,20:20:32
19:46:00,Vanaz,20:23:00
,,
19:53:00,Ramwadi,19:53:00
19:53:00,Kalyani Nagar,19:57:02
19:53:00,Yerwada,20:02:00
19:53:00,Bund Garden,20:04:04
19:53:00,Ruby Hall Clinic,20:06:02
19:53:00,Pune Railway Station,20:08:02
19:53:00,Mangalwar Peth,20:10:08
19:53:00,District Court,20:13:06
19:53:00,PMC,20:15:04
19:53:00,Chatrapati Sambhaji Udyan,20:17:12
19:53:00,Deccan Gymkhana,20:19:40
19:53:00,Garware College,20:21:08
19:53:00,Nal Stop,20:23:06
19:53:00,Ideal Colony,20:26:04
19:53:00,Anand Nagar,20:27:32
19:53:00,Vanaz,20:30:00
,,
20:00:00,Ramwadi,20:00:00
20:00:00,Kalyani Nagar,20:04:02
20:00:00,Yerwada,20:09:00
20:00:00,Bund Garden,20:11:04
20:00:00,Ruby Hall Clinic,20:13:02
20:00:00,Pune Railway Station,20:15:02
20:00:00,Mangalwar Peth,20:17:08
20:00:00,District Court,20:20:06
20:00:00,PMC,20:22:04
20:00:00,Chatrapati Sambhaji Udyan,20:24:12
20:00:00,Deccan Gymkhana,20:26:40
20:00:00,Garware College,20:28:08
20:00:00,Nal Stop,20:30:06
20:00:00,Ideal Colony,20:33:04
20:00:00,Anand Nagar,20:34:32
20:00:00,Vanaz,20:37:00
,,
20:10:00,Ramwadi,20:10:00
20:10:00,Kalyani Nagar,20:14:02
20:10:00,Yerwada,20:19:00
20:10:00,Bund Garden,20:21:04
20:10:00,Ruby Hall Clinic,20:23:02
20:10:00,Pune Railway Station,20:25:02
20:10:00,Mangalwar Peth,20:27:08
20:10:00,District Court,20:30:06
20:10:00,PMC,20:32:04
20:10:00,Chatrapati Sambhaji Udyan,20:34:12
20:10:00,Deccan Gymkhana,20:36:40
20:10:00,Garware College,20:38:08
20:10:00,Nal Stop,20:40:06
20:10:00,Ideal Colony,20:43:04
20:10:00,Anand Nagar,20:44:32
20:10:00,Vanaz,20:47:00
,,
20:20:00,Ramwadi,20:20:00
20:20:00,Kalyani Nagar,20:24:02
20:20:00,Yerwada,20:29:00
20:20:00,Bund Garden,20:31:04
20:20:00,Ruby Hall Clinic,20:33:02
20:20:00,Pune Railway Station,20:35:02
20:20:00,Mangalwar Peth,20:37:08
20:20:00,District Court,20:40:06
20:20:00,PMC,20:42:04
20:20:00,Chatrapati Sambhaji Udyan,20:44:12
20:20:00,Deccan Gymkhana,20:46:40
20:20:00,Garware College,20:48:08
20:20:00,Nal Stop,20:50:06
20:20:00,Ideal Colony,20:53:04
20:20:00,Anand Nagar,20:54:32
20:20:00,Vanaz,20:57:00
,,
20:30:00,Ramwadi,20:30:00
20:30:00,Kalyani Nagar,20:34:02
20:30:00,Yerwada,20:39:00
20:30:00,Bund Garden,20:41:04
20:30:00,Ruby Hall Clinic,20:43:02
20:30:00,Pune Railway Station,20:45:02
20:30:00,Mangalwar Peth,20:47:08
20:30:00,District Court,20:50:06
20:30:00,PMC,20:52:04
20:30:00,Chatrapati Sambhaji Udyan,20:54:12
20:30:00,Deccan Gymkhana,20:56:40
20:30:00,Garware College,20:58:08
20:30:00,Nal Stop,21:00:06
20:30:00,Ideal Colony,21:03:04
20:30:00,Anand Nagar,21:04:32
20:30:00,Vanaz,21:07:00
,,
20:40:00,Ramwadi,20:40:00
20:40:00,Kalyani Nagar,20:44:02
20:40:00,Yerwada,20:49:00
20:40:00,Bund Garden,20:51:04
20:40:00,Ruby Hall Clinic,20:53:02
20:40:00,Pune Railway Station,20:55:02
20:40:00,Mangalwar Peth,20:57:08
20:40:00,District Court,21:00:06
20:40:00,PMC,21:02:04
20:40:00,Chatrapati Sambhaji Udyan,21:04:12
20:40:00,Deccan Gymkhana,21:06:40
20:40:00,Garware College,21:08:08
20:40:00,Nal Stop,21:10:06
20:40:00,Ideal Colony,21:13:04
20:40:00,Anand Nagar,21:14:32
20:40:00,Vanaz,21:17:00
,,
20:50:00,Ramwadi,20:50:00
20:50:00,Kalyani Nagar,20:54:02
20:50:00,Yerwada,20:59:00
20:50:00,Bund Garden,21:01:04
20:50:00,Ruby Hall Clinic,21:03:02
20:50:00,Pune Railway Station,21:05:02
20:50:00,Mangalwar Peth,21:07:08
20:50:00,District Court,21:10:06
20:50:00,PMC,21:12:04
20:50:00,Chatrapati Sambhaji Udyan,21:14:12
20:50:00,Deccan Gymkhana,21:16:40
20:50:00,Garware College,21:18:08
20:50:00,Nal Stop,21:20:06
20:50:00,Ideal Colony,21:23:04
20:50:00,Anand Nagar,21:24:32
20:50:00,Vanaz,21:27:00
,,
21:00:00,Ramwadi,21:00:00
21:00:00,Kalyani Nagar,21:04:02
21:00:00,Yerwada,21:09:00
21:00:00,Bund Garden,21:11:04
21:00:00,Ruby Hall Clinic,21:13:02
21:00:00,Pune Railway Station,21:15:02
21:00:00,Mangalwar Peth,21:17:08
21:00:00,District Court,21:20:06
21:00:00,PMC,21:22:04
21:00:00,Chatrapati Sambhaji Udyan,21:24:12
21:00:00,Deccan Gymkhana,21:26:40
21:00:00,Garware College,21:28:08
21:00:00,Nal Stop,21:30:06
21:00:00,Ideal Colony,21:33:04
21:00:00,Anand Nagar,21:34:32
21:00:00,Vanaz,21:37:00
,,
21:10:00,Ramwadi,21:10:00
21:10:00,Kalyani Nagar,21:14:02
21:10:00,Yerwada,21:19:00
21:10:00,Bund Garden,21:21:04
21:10:00,Ruby Hall Clinic,21:23:02
21:10:00,Pune Railway Station,21:25:02
21:10:00,Mangalwar Peth,21:27:08
21:10:00,District Court,21:30:06
21:10:00,PMC,21:32:04
21:10:00,Chatrapati Sambhaji Udyan,21:34:12
21:10:00,Deccan Gymkhana,21:36:40
21:10:00,Garware College,21:38:08
21:10:00,Nal Stop,21:40:06
21:10:00,Ideal Colony,21:43:04
21:10:00,Anand Nagar,21:44:32
21:10:00,Vanaz,21:47:00
,,
21:20:00,Ramwadi,21:20:00
21:20:00,Kalyani Nagar,21:24:02
21:20:00,Yerwada,21:29:00
21:20:00,Bund Garden,21:31:04
21:20:00,Ruby Hall Clinic,21:33:02
21:20:00,Pune Railway Station,21:35:02
21:20:00,Mangalwar Peth,21:37:08
21:20:00,District Court,21:40:06
21:20:00,PMC,21:42:04
21:20:00,Chatrapati Sambhaji Udyan,21:44:12
21:20:00,Deccan Gymkhana,21:46:40
21:20:00,Garware College,21:48:08
21:20:00,Nal Stop,21:50:06
21:20:00,Ideal Colony,21:53:04
21:20:00,Anand Nagar,21:54:32
21:20:00,Vanaz,21:57:00
,,
21:30:00,Ramwadi,21:30:00
21:30:00,Kalyani Nagar,21:34:02
21:30:00,Yerwada,21:39:00
21:30:00,Bund Garden,21:41:04
21:30:00,Ruby Hall Clinic,21:43:02
21:30:00,Pune Railway Station,21:45:02
21:30:00,Mangalwar Peth,21:47:08
21:30:00,District Court,21:50:06
21:30:00,PMC,21:52:04
21:30:00,Chatrapati Sambhaji Udyan,21:54:12
21:30:00,Deccan Gymkhana,21:56:40
21:30:00,Garware College,21:58:08
21:30:00,Nal Stop,22:00:06
21:30:00,Ideal Colony,22:03:04
21:30:00,Anand Nagar,22:04:32
21:30:00,Vanaz,22:07:00
,,
21:40:00,Ramwadi,21:40:00
21:40:00,Kalyani Nagar,21:44:02
21:40:00,Yerwada,21:49:00
21:40:00,Bund Garden,21:51:04
21:40:00,Ruby Hall Clinic,21:53:02
21:40:00,Pune Railway Station,21:55:02
21:40:00,Mangalwar Peth,21:57:08
21:40:00,District Court,22:00:06
21:40:00,PMC,22:02:04
21:40:00,Chatrapati Sambhaji Udyan,22:04:12
21:40:00,Deccan Gymkhana,22:06:40
21:40:00,Garware College,22:08:08
21:40:00,Nal Stop,22:10:06
21:40:00,Ideal Colony,22:13:04
21:40:00,Anand Nagar,22:14:32
21:40:00,Vanaz,22:17:00
,,
21:50:00,Ramwadi,21:50:00
21:50:00,Kalyani Nagar,21:54:02
21:50:00,Yerwada,21:59:00
21:50:00,Bund Garden,22:01:04
21:50:00,Ruby Hall Clinic,22:03:02
21:50:00,Pune Railway Station,22:05:02
21:50:00,Mangalwar Peth,22:07:08
21:50:00,District Court,22:10:06
21:50:00,PMC,22:12:04
21:50:00,Chatrapati Sambhaji Udyan,22:14:12
21:50:00,Deccan Gymkhana,22:16:40
21:50:00,Garware College,22:18:08
21:50:00,Nal Stop,22:20:06
21:50:00,Ideal Colony,22:23:04
21:50:00,Anand Nagar,22:24:32
21:50:00,Vanaz,22:27:00
