Train Start Time,Station Name,Scheduled Time
,Mangalwar Peth,22:02:12
,Pune Railway Station,22:04:40
,Ruby Hall Clinic,22:07:08
,Bund Garden,22:09:36
,Yerwada,22:12:04
,Kalyani Nagar,22:14:32
,Ramwadi,22:17:00
21:50:00,Vanaz,21:50:00
,Anand Nagar,21:52:28
,Ideal Colony,21:54:56
,Nal Stop,21:57:24
,Garware College,21:59:52
,Deccan Gymkhana,22:02:20
,Chatrapati Sambhaji Udyan,22:04:48
,PMC,22:07:16
,District Court,22:09:44
,Mangalwar Peth,22:12:12
,Pune Railway Station,22:14:40
,Ruby Hall Clinic,22:17:08
,Bund Garden,22:19:36
,Yerwada,22:22:04
,Kalyani Nagar,22:24:32
,Ramwadi,22:27:00
